id,title,imdb_id,tmdb_id,plot,genres,themes
4583,Back to School with Franklin,tt0420511,153936,"Franklin and his friends start a new school year with a new teacher, Ms. Koala, who brings a fresh 'can-do' attitude. As they navigate changes and fears of change, Franklin's own experiences help him cope with the uncertainty.","[""children's film""]","['Binge-watching Family Movie Night', 'Emotional Growth and Development', 'Feel-Good Afternoon', 'Learning to Cope with Change', 'New Adventures Begin', 'Reunion and Reconnection', 'Spooky Halloween Fun', 'Sweet Friendship Moments']"
932,Back to the Future,tt0088763,105,"Teenager Marty McFly travels back in time to 1955 after his time machine breaks down, where he must ensure his parents fall in love to secure his own existence. He encounters his younger father and mother-to-be, but things don't go as planned. With the help of a younger Doc Brown, Marty tries to set events in motion for his family's future happiness.","['adventure film', 'comedy film', 'science fiction film', 'speculative fiction film', 'teen film', 'time-travel film']","['Changing the course of fate', 'Family bonding', 'Love conquers all', 'Overcoming adversity', 'Rediscovering identity', 'Revisit the past', 'Rewriting history', 'Sacrificing for love']"
934,Back to the Future Part II,tt0096874,165,Marty McFly travels with Doc Brown to 2015 and must navigate a dystopian future where his family's past is altered by Biff Tannen's actions. He teams up with an alternate version of himself to prevent a catastrophic timeline from unfolding.,"['comedy film', 'dystopian film', 'science fiction film', 'teen film', 'time-travel film']","['Alternative history', 'Back to the future', 'Family legacy', 'Paradox puzzle', 'Reversing damage', 'Rewrite reality', 'Time loop thriller', 'Youth rebellion']"
12488,Back to the Future Part III,tt0099088,196,"Marty McFly travels back in time to 1885 after witnessing his friend Doc Brown disappear, but finds himself caught up in a series of events as he tries to prevent a disastrous future. Along the way, he must navigate a complex web of relationships and confront his own destiny. With the help of Clara Clayton, Marty works to alter the course of history and ensure a brighter future for himself and those he loves.","['comedy film', 'science fiction film', 'teen film', 'time-travel film', 'Western film']","['Changing the past to shape the future', 'Love conquers all', 'Recovery from loss', 'Rewrite your destiny', 'Self-discovery and growth', 'The power of friendship']"
11017,Back to the Outback,tt13575806,770254,"At an Australian Wildlife Park, animals with 'ugly' reputations form a secret society to help each other. They team up with zookeeper Chaz Hunt and his daughter Chazzie to escape capture and find their way to the Outback, where they belong.","['adventure film', 'animated film', 'musical comedy']","['Breaking free from expectations', 'Embracing uniqueness', 'Escape from captivity', 'Protecting the wild', ""Reclaiming one's identity"", 'Self-discovery in nature', 'Unlikely friendships']"
16699,Backyard Wilderness,tt6334696,595751,N/A,[],[]
7320,Bad Apples,tt29714073,1198654,"A young teacher's patience is tested when a misbehaving student disrupts her classroom, forcing her to navigate the challenges of managing a difficult student.","['comedy film', 'thriller film']","['Challenging parent-teacher dynamics', 'Navigating classroom chaos', 'Student behavior and its impact on teachers', 'The power of patience in teaching', 'The struggle is real for educators']"
11605,Bad Ass,tt1928330,94380,"Unemployed Vietnam War veteran Frank Vega gains fame after beating up abusive skinheads, but his newfound celebrity turns deadly when his best friend Klondike is murdered. Frustrated by the police's lack of progress, Frank takes matters into his own hands to investigate and uncover a conspiracy involving corrupt Mayor Williams.","['action film', 'drama film', 'thriller film', 'vigilante film']","['Binge-watching marathon', 'Dark twist', 'Emotional rollercoaster', 'Fueled by anger', 'Justice served', 'Spilled coffee moment', 'Twists and turns']"
11593,Bad Asses,tt2996648,255268,"A former boxer named Manny is killed by his drug-dealing friends after he turns down their offer of protection. His friend Frank seeks revenge, using his boxing skills to take down those responsible. Along the way, Frank teams up with Bernie, a man with a phobia he overcomes with time. Together they track down Adolfo, the cartel leader who ordered Manny's death, and bring him to justice.","['action film', 'drama film', 'thriller film', 'vigilante film']","['Binge-watching marathon', 'Gritty drama', 'Heart-stopping suspense', 'Redemption through action', 'Revenge and justice', 'Spicy revenge plot']"
11594,Bad Asses on the Bayou,tt3525346,309887,N/A,"['action film', 'drama film']",[]
2621,Bad Blood,tt0082043,43330,"Stan Graham, a Westland smallholder, develops a persecution complex after his wife encourages him to resist government orders during WWII. He refuses to surrender his firearms, leading to a violent confrontation with the authorities. A manhunt ensues, resulting in a tragic outcome for Graham and those around him.",['drama film'],"['Family dynamics gone wrong', 'Manhunt suspense', 'Rebellion against authority', 'Tragic confrontation', 'Violent escalation', ""War's impact on civilians""]"
3169,Bad Boys,tt0112442,9737,"Internal Affairs suspects a mole within their department, leading to a deadly game of cat and mouse as they try to uncover the truth. The investigation takes a personal turn when Max is killed, forcing Julie to team up with her new partner Mike. Together, they navigate a web of deceit and corruption to bring down the culprits and find justice.","['action film', 'buddy cop film', 'buddy film', 'comedy film', 'heist film', 'hood film', 'thriller film']","['Danger at every turn', 'Dark secrets threaten to destroy', 'Deadly cat-and-mouse game', 'Loyalty tested by loyalty', 'Redemption through sacrifice', 'The pursuit of truth and justice', 'Uncovering the truth no matter the cost', 'Unlikely alliances forged in fire']"
3168,Bad Boys for Life,tt1502397,38700,"Seventeen years after his last encounter with Miami PD Detectives Mike Lowrey and Marcus Burnett, cartel kingpin Benito's widow Isabel Aretas escapes from prison with her son Armando. As they seek revenge against those who wronged them, a cat-and-mouse game ensues between AMMO and Isabel's men, leading to a dramatic showdown that will change everything.","['action film', 'buddy cop film', 'comedy film', 'crime film']","['Blood Feud', 'Bounty Hunt', 'Danger at Every Turn', 'Fathers and Sons', 'Justice Served', 'Redemption in Action', 'Vengeance Unleashed', 'Web of Deceit']"
3167,Bad Boys II they become more rebellious,tt0172156,8961,"A DEA agent infiltrates a Russian mafia operation, while her partner accidentally shoots one of the buyers. As they dig deeper, they uncover a complex web of smuggling and murder, leading them to rescue their captured colleague in Cuba.","['action film', 'buddy cop film', 'comedy film', 'hood film']","['Buddy cop duo', 'Dangerous undercover', 'Explosive showdown', 'Family ties', 'Global espionage', 'High-stakes heist', 'Life-or-death rescue', 'Redemption and forgiveness']"
3166,Bad Boys: Ride or Die,tt4919268,573435,"A former operative is forced back into action to take down corrupt government officials. With the help of his son and a new team, he uncovers a vast conspiracy involving money laundering, kidnapping, and murder.","['action comedy film', 'action film', 'buddy cop film']","['Beneath the surface of power', 'Danger and deception', 'Family reunited', 'Fierce loyalty', 'Justice served', 'Protecting loved ones', 'Redemption arc']"
5411,Bad Candy,tt6561576,520963,"In New Salem, local Halloween stories are shared through a Psychotronic FM radio show, re-enacting supernatural events from years past. The community's darker side is revealed as the tales take a grim turn. A few individuals may find ways to survive, but at what cost? The line between myth and reality blurs.",['horror film'],"['A chilling tale unfolds', 'A sense of foreboding settles in', 'Creepy atmosphere', 'Dark legends come to life', 'Small-town secrets', 'Spooky Halloween vibes', 'Survival is key', 'The lines between truth and myth blur']"
14341,Bad Cat,tt4695548,355066,"Shero, a rough-around-the-edges tabby cat, navigates a series of misadventures after encountering an alluring Siamese cat named Princess. A vengeful cartoonist seeks to exact revenge on Shero, leading them into a chaotic chase through the city. Along the way, Shero's illegitimate son Taco becomes entangled in the mayhem.","['action film', 'adventure film', ""children's film"", 'comedy film']","['Action-packed adventure', 'Binge-watching marathon', 'Family drama', 'Love triangle', 'Revenge and justice', 'Spooky Halloween night', 'Urban chaos', 'Wild cat escapades']"
9237,Bad Company,tt0280486,3132,"A CIA agent is killed during a mission, and he recruits a rough-around-the-edges hustler to take his place in Prague. Together, they infiltrate a terrorist organization and try to steal back the stolen suitcase bomb codes. The situation escalates into a tense standoff, with the agents' lives hanging in the balance.","['action film', 'comedy film', 'spy film']","['Betrayal and loyalty', 'Daring rescue', 'Double agent deception', 'High-stakes mission', 'Life-or-death tension']"
7317,Bad Day for the Cut,tt5653514,430043,"A middle-aged Irish farmer seeks revenge against his mother's killer after witnessing their murder. He teams up with two men, Bartosz and Kaja, to track down the perpetrators, leading to a complex web of loyalty, family secrets, and moral dilemmas.",['thriller film'],"['Action-packed revenge tale', 'Binge-watching thriller', 'Dark family secrets', 'Emotional rollercoaster', 'Morally complex storylines', 'Revenge and redemption']"
11494,Bad Education,tt0275491,140,"In 1980 Madrid, Enrique Goded is approached by his boarding school friend and former love Ignacio 'Ángel' Andrade to film a short story about a transgender drag queen who seeks revenge against her abuser. The project becomes complicated as the director struggles with casting Ángel in the lead role, leading to a dark revelation that mirrors the true events of their past.","['coming-of-age fiction', 'crime film', 'drama film', 'LGBT-related film', 'mystery film', 'neo-noir', 'thriller film']","['A complex exploration of toxic relationships', 'A journey of self-discovery and healing', 'A story that defies easy categorization', 'Bittersweet triumphs and devastating consequences', 'Guilt and redemption', 'The blurred lines between fiction and reality', 'The weight of secrets and lies']"
7316,Bad Frank,tt3362238,460227,"After witnessing a racist shooting, a man seeks revenge against his associates who are involved in the crime. As his obsession grows, his relationships with his wife and daughter begin to fray.",[],"['A journey into the heart of darkness', 'Dark family secrets', 'Descent into madness', 'The blurred lines of good vs. evil', 'Toxic masculinity']"
8804,Bad Genius,tt6788942,455714,"A high school student, Lynn, is accepted into a prestigious school on a scholarship but finds out that her teacher has been leaking questions in private tutoring sessions. She teams up with two classmates to cheat on an international test for university admissions, but things take a turn when they're pursued by the test administrator and Lynn must decide whether to continue or confess.",['heist film'],"['Binge-watching marathon', 'Coming-of-age story', 'Feel-good movie night', 'Guilt and redemption', 'Moral dilemma', 'Overcoming peer pressure', 'Revenge and justice', 'Spooky Halloween']"
2067,Badges of Fury,tt2644714,202220,A young detective and his kung fu master friend team up to solve a series of murders that shock Hong Kong in just three days.,"['action film', 'comedy film', 'crime thriller film', 'martial arts film']","['Buddy cop comedy', 'Danger lurks around every corner', 'Deadly pursuit', 'High-stakes cat-and-mouse game', 'Police procedural suspense', 'Revenge and justice', 'Stakes are high', 'Unlikely hero emerges']"
14084,Bad Girls,tt0109198,11853,"A woman named Cody inherits land from her deceased husband and seeks a new life with friends Anita and Lily. However, she's pursued by Pinkerton detectives and gets caught up in a bank robbery staged by Kid Jarrett, a former lover. She decides to take revenge on him, but finds herself in a deadly cat-and-mouse game with his gang.","['action film', 'adventure film', 'female buddy film', 'Western film']","['Blood Feud', 'Dangerous Pursuit', 'Female Empowerment', 'Justice Served', 'Redemption', 'Wild West Adventure']"
16848,Badh,tt35526133,1383247,N/A,"['action film', 'thriller film']",[]
14542,Badhaai Ho,tt7725596,547654,"A young man's strained relationships with his family are put to the test when his pregnant sister-in-law confronts him about her decision not to abort. As tensions rise, he must choose between supporting his loved ones and standing up for himself.",['comedy drama'],"['Embracing imperfections', 'Family secrets revealed', 'Growing up and taking responsibility', 'Healing through forgiveness', 'Navigating complex family dynamics', 'Redemption arc', 'Romance in the face of adversity', 'Self-discovery through conflict']"
5528,Bad Hair,tt3074610,214138,"A young boy struggles with his identity and self-acceptance after his widowed mother misinterprets his grooming habits as a sign of homosexuality, forcing him to choose between shaving his hair or living with his grandmother who encourages more feminine behavior.","['drama film', 'LGBT-related film']","['Bullying through judgment', 'Fatherless family dynamics', 'Growing up with stereotypes', 'Inner conflict and self-discovery', 'Love vs. rejection', 'Rite of passage struggles', 'Societal expectations vs individuality']"
7313,Bad Influence,tt0099091,24249,"A former employee seeks revenge against his dishonest coworker after discovering he has been hiding sensitive data. As the situation escalates, so do the stakes, leading to a violent confrontation that will determine the outcome of the game.",['drama film'],"['Binge-watching thriller night', 'Dark obsession', 'Deadly game of cat and mouse', 'Fatal confrontation', 'Morality and consequences', 'Reckoning and justice', 'Redemption through revenge', 'Tense standoff']"
11339,Badland,tt0493395,8343,N/A,"['drama film', 'war film']",[]
4595,Badland Hunters,tt29722855,933131,"In a post-apocalyptic Seoul, a group of survivors must rescue a kidnapped teenager from a rogue scientist's experiments that aim to make humans immortal. The mission leads to a violent confrontation between the team and the mutant soldiers at the scientist's camp. The rescuers fight to save the teenager and exact revenge on the scientist who sought immortality at any cost. In the end, justice is served, but not without loss.","['action film', 'dystopian film', 'post-apocalyptic film']","['Desperate measures', 'Facing the consequences', ""Fighting for humanity's future"", 'Reckoning with power', 'Surviving the end of the world', 'The cost of immortality', 'Uncovering dark secrets', 'Vengeance and sacrifice']"
14590,Badlapur,tt3678782,323517,"A man seeks revenge against those who wronged him after a tragic event, but ultimately finds redemption through forgiveness.","['crime thriller film', 'drama film']","['Cycle of violence', 'Love and sacrifice', 'Power of forgiveness', 'Redemption arc', 'Revenge vs. redemption', 'Social isolation']"
3152,Bad Lieutenant,tt0103759,12143,"A corrupt lieutenant engages in a series of morally bankrupt actions, including extortion and drug use, as he hunts down a suspect while struggling with his own personal demons.","['crime film', 'drama film']","['A Cautionary Tale', 'Binge-Worthy Drama', 'Dark Descent into Madness', 'Gritty Realism', 'Morally Bankrupt', 'The Cost of Corruption', 'Vigilante Justice']"
9982,Bad Lieutenant: Port of Call New Orleans,tt1095217,11699,"A corrupt police officer uses his position to bully and exploit others while struggling with his own addiction. He forms an unlikely partnership with a gang leader, but ultimately finds redemption through a chance encounter with a man he saved earlier.","['crime film', 'drama film']","['Addictive storylines', 'Binge-watching marathon', 'Dark and gritty crime drama', 'Feel-good movie night', 'Redemption arc', 'Social commentary on corruption']"
15267,Badmaash Company,tt1602476,37822,"Karan Kapoor, a young man from a middle-class family, is driven to succeed after his father's heart attack. He starts an illegal smuggling operation with friends, but their success breeds excess and personal rifts. After being released from jail, Karan abandons his unethical ways and works at his uncle's firm, eventually launching a legitimate business with his former partners.","['buddy film', 'comedy drama']","['Binge-watching marathon', 'Feel-good movie night', 'Guilt and redemption', 'Redemption arc', 'Revenge and justice', 'The power of forgiveness']"
16946,Bad Man's River,tt0068246,79683,"Roy King's gang robs a bank and flees to Mexico on a train. Roy meets a beautiful woman, Alicia, and marries her, only to have her run off with all of the money. An offer comes his way to blow up the arsenal of the Mexican army, then rob their representatives when they take money across the border to replace the destroyed weapons. A daring plan gets the job done, only to have Roy double-crossed once more, unable to get his money.","['comedy film', 'Spaghetti Western', 'Western film']",[]
7318,Bad Match,tt5990066,429727,"Harris uses an online dating service to seduce women into one-night stands, but when he meets Riley, she tracks him down after a fake suicide attempt. As their relationship spirals out of control, Harris becomes convinced that Riley is responsible for his downfall, leading him to kidnap and coerce her into confessing to crimes he doesn't know she committed.",['thriller film'],"['A descent into madness', 'Guilt and paranoia', 'Manipulation and control', 'The blurred lines between truth and deception', 'The danger of playing with fire online', 'The unpredictable nature of relationships']"
754,Bad Moms,tt4651520,376659,"A sales rep musters up courage to challenge the domineering PTA leader, leading to personal growth and positive change for herself and those around her.",['comedy film'],"['Becoming a Better Person', 'Breaking Free from Toxicity', 'Empowered Women Empower Women', 'Healing and Redemption', 'Laughter and Tears', 'Motherly Love', 'New Beginnings', 'Redemption and Forgiveness']"
7314,Bad Moon,tt0115610,49763,"A werewolf terrorizes a family after being bitten by a man who killed one of his own kind in self-defense. The man moves to isolate himself but is eventually forced back into the woods when his nephew and sister come to visit. As tensions rise, the family dog becomes embroiled in the conflict, leading to a violent confrontation that puts everyone's lives at risk.","['film based on a novel', 'werewolf film']","['Biting Back', 'Bloodlust Unleashed', 'Canine Fury', 'Family Secrets', 'Isolation of the Damned', 'Survival in the Wilderness', 'Terror at Home', 'Vengeance and Retribution']"
6811,Bad Samaritan,tt3203528,467632,"A parking valet discovers a woman being held captive in a wealthy patron's home, leading him to file a missing persons report and eventually track down the captive. The patron, motivated by a desire for control, sets out to destroy the valet's life. A cat-and-mouse game ensues as the valet tries to save the captive and evade his tormentor.","['horror film', 'thriller film']","['Betrayal of Trust', 'Dark Obsession', 'Revenge and Justice', 'Survival vs. Control', 'Tense Stakes', 'Twists and Turns']"
3667,Bad Santa,tt0307987,10147,"Willie T. Soke, a professional thief with a sex addiction, partners with his dwarf assistant Marcus Skidmore to pull off a Christmas Eve heist. Their partnership is put to the test when Willie's personal demons and emotional connection with a bartender named Sue threaten to derail their plans.","['Christmas film', 'comedy film', 'crime film']","['Dysfunctional relationships', 'Emotional connections', 'Family drama', 'Holiday hijinks', 'Overcoming addiction', 'Partnership tested', 'Redemption through crime', 'Revenge and justice']"
12151,Bad Santa 2,tt1798603,338964,"Willie Soke, still struggling with addiction and depression, is forced back into the Santa suit for a charity event. As he gets reacquainted with his past, including his former partner Marcus, who's been released from jail, Willie must navigate his feelings and decide where his loyalties truly lie.","['black comedy film', 'Christmas film']","['Addiction Recovery', 'Deception Unmasked', 'Family Found', 'Heist Night', 'Holiday Cheer Turns Dark', 'Learning to Let Go', 'Redemption Through Service', 'Second Chance']"
10653,Bad Taste,tt0092610,9964,"In a small town overrun by man-eating aliens disguised as humans, a group of survivors band together to fight back and rescue their captured friends.","['action film', 'comedy horror', 'science fiction comedy', 'splatter film']","['Alien invasion chaos', 'Bizarre creature encounters', 'Blood-soaked action sequences', 'Brutal revenge', 'Escape from captivity', 'Fight for survival', 'High-octane car chases', 'Survival horror elements']"
8806,Bad Teacher,tt1284575,52449,"A struggling teacher, Elizabeth, will do anything to provide for herself and secure a better future when her fiancé abandons her. She manipulates her students and colleagues to get ahead, but her schemes ultimately backfire.","['comedy film', 'romance film', 'romantic comedy']","['A lesson in karma', 'Binge-watching with a twist', 'Classroom power struggles', 'From friend to foe', 'Love and deception', 'Redemption for all', ""Teacher's pet"", 'The price of ambition']"
16849,Bad Tidings,tt32249644,1271528,Two warring neighbours find they have to work together at Christmas to solve a neighbourhood crime.,[],[]
1522,Bad Times at the El Royale,tt6628394,446021,"In 1959, FBI agent Laramie secretly observes hotel guests through one-way mirrors while searching for evidence of a kidnapping. As he focuses on his mission, he witnesses the kidnapper's attempts to rescue the hostage and ultimately kills him, but not before being injured. Years later, parolee Billy arrives at the hotel seeking the money hidden by Felix O'Kelly, leading to a tense confrontation with the cult leader. A mysterious past unfolds as Laramie finds redemption through his interactions with Darlene and Miles.","['crime thriller film', 'drama film', 'mystery film', 'neo-noir']","['Binge-watching marathon', 'Dark secrets revealed', 'Moral dilemma', 'Redemption arc', 'Revenge and justice', 'Spooky Halloween', 'Tense confrontation', 'Thrilling twists']"
13101,Bad Words,tt2170299,209403,"A misanthrope enters a spelling bee after exploiting a loophole and discovers a young girl who becomes his unlikely friend, leading to a series of confrontations and ultimately a surprising outcome.",['comedy film'],"['A journey from isolation to connection', 'Confronting past mistakes', 'Redemption through friendship', 'The power of vulnerability']"
11726,Bagdad Café,tt0095801,3543,"A woman named Jasmin arrives at a small truck stop cafe, where she meets the owner's wife Brenda, who is angry and bitter. As Jasmin helps Brenda find solace through art and love, their lives are transformed, but a temporary setback threatens to disrupt their newfound happiness.",['comedy drama'],"['Breaking free from anger', 'Community finds common ground', 'Embracing change', ""Finding one's passion"", 'Love heals', 'Redemption arc', 'Surprising transformations']"
11483,Baggage Claim,tt1171222,175528,"A flight attendant sets out to find a husband before her sister's wedding, but ends up discovering love in unexpected places.",['comedy film'],"['Binge-watching night', 'Empowering self-discovery', 'Friendship goals', 'Heartwarming romance', 'Laugh-out-loud comedy', 'Love at last sight', 'Sassy humor', 'Wedding bells and chaos']"
217,Baggio: The Divine Ponytail,tt14025788,694254,"A football star's journey from childhood dreams to bitter disappointment, marked by personal struggles and triumphs on the field.","['association football film', 'biographical film', 'drama film']","['Family and friendship', 'Legacy', 'Overcoming adversity', 'Redemption through sport', 'Self-discovery', 'The fleeting nature of success', 'The power of passion', 'Unfulfilled potential']"
14722,Baghban,tt0337578,39839,"After 40 years of marriage, Raj's family discovers his sacrifices and abuse by their children. He writes a novel about his life and it becomes a success, giving him the means to support himself and his wife Pooja. They reunite with their loving grandchildren and declare Alok and Arpita as their only son and daughter-in-law.","['drama film', 'romance film']","['Bittersweet reunion', 'Childhood Trauma to Triumph', 'Forgiving the Unforgivable', 'Grateful for Second Chances', 'Healing Through Forgiveness', 'Healing through writing', 'Redeeming Love', 'The Power of Family']"
3647,Baghead,tt0923600,5759,"A group of actors attends an art festival where they watch a low-budget film directed by Jett, unaware they're part of the production. After the screening, tensions rise as the group's dynamics are manipulated by Jett, leading to a descent into chaos and violence.",['comedy horror'],"['Binge-watching marathon', 'Dramatic twist', 'Mind games', 'Revenge and justice', 'Social experiment gone wrong', 'Spooky Halloween', 'Unsettling atmosphere']"
2205,Bagman,tt21201300,978796,"Patrick McKee returns to his childhood home with his family, but he's haunted by strange occurrences and convinced that a sinister force is invading their home. As the hauntings intensify, Patrick's past trauma resurfaces, and he must confront the 'Bagman,' a creature from local folklore that feeds on vulnerability and fear.",[],"['Confronting trauma', 'Dangers of the past', 'Desperate measures', 'Family secrets', 'Fear of the unknown', 'Protecting loved ones', 'The power of sacrifice']"
4667,Baise-moi,tt0249380,3134,"Two young women, Nadine and Manu, embark on a violent and sexually charged road trip after being subjected to abuse and marginalization. They target men who have wronged them or others they see as oppressors, leading to a spree of violence that fascinates the country. As their actions become more extreme, the duo begins to question the point of it all. Their journey ends with Nadine's arrest.","['crime film', 'drama film', 'erotic thriller', 'female buddy film', 'film based on literature', 'pornographic film', 'rape and revenge film']","['Binge-Watching Marathon', 'Embracing Anarchy', 'Exploring Toxic Masculinity', 'Female Friendship', 'Intense Emotional Ride', 'Questioning Morality', 'Unsettling Reality', 'Vigilante Justice']"
696,Bait,tt0211938,14805,"A petty thief gets caught up in a cat-and-mouse game with a mastermind who double-crossed his partner and stole $42 million. The thief is used as bait to catch the villain, but he must navigate a complex web of danger and deception to recover the stolen gold.",['action comedy film'],"['A thrilling escape from danger', 'Binge-watching thriller night', 'Danger lurks around every corner', 'High-stakes rescue mission', 'Reckless gameplay', 'Redemption in the end', 'Suspenseful ride', 'The cat-and-mouse game continues']"
4454,Bait 3D,tt1438173,118957,"A group of survivors must band together after being attacked by great white sharks at their workplace, leading to chaos and loss of life in a coastal town.","['action film', 'adventure film', 'disaster film', 'drama film', 'horror film', 'science fiction film', 'science fiction horror film', 'thriller film']","['Adrenaline Rush', 'Desperate Measures', 'Fear and Panic', 'Humanity in Chaos', 'Loyalty and Sacrifice', 'The Will to Survive', 'Trapped in Hell']"
13930,Bajirao Mastani,tt3735246,362045,"In 18th-century India, Bajirao I, a powerful Peshwa, falls in love with Mastani, a courtesan from a lower caste. He marries her despite opposition from his family and society, but their happiness is short-lived as they face threats to their lives and are eventually reunited in death.","['action film', 'biographical film', 'drama film', 'historical film', 'romance film']","['Cultural clashes', 'Family feuds', 'Forbidden love', 'Love transcends boundaries', 'Power struggles', 'Sacrifice for love', 'Social hierarchy', 'Tragic fate']"
13471,Bajrangi Bhaijaan,tt3863552,348892,"A young girl named Munni is separated from her parents while traveling with a devotee of Lord Hanuman, leading her to be taken in by a strict Hindu man who is forced to find her. Alongside his friend Nawab, he searches for her across the border, encountering various obstacles and ultimately succeeding in reuniting her with her overjoyed mother.","['drama film', 'musical film']","[""A Mother's Love"", 'Bridging Cultural Divides', 'Overcoming Prejudice', 'Redemption of a Good Deed', 'The Importance of Human Connection', 'The Power of Community']"
3430,Baki Hanma vs. Kengan Ashura,tt31869664,1263421,"Baki Hanma trains to become a powerful warrior and fights various martial arts experts, including his father Yujiro Hanma. Along the way, he meets an ancient fighter named Pickle who challenges him to battles. Baki's skills are put to the test as he faces off against his half-brother Jack Hanma and other formidable opponents.",['crossover fiction'],"['Binge-watching marathon', 'Blood sport', 'Emotional rollercoaster', 'Family drama', 'Fight to the finish', 'Martial arts showdown', 'Revenge and justice']"
16317,Balala the Fairies,tt6967268,186834,"Sisters discover a mysterious stone and a wounded bird while stargazing, leading them on a quest to retrieve the Star Key.",['adventure film'],"['Buddy adventure', 'Coming-of-age journey', 'Magical world discovery', 'Mission and teamwork', 'Mythology and folklore inspiration', 'Quest for self-discovery', 'Sibling bond strengthening', ""Young heroes' journey""]"
16306,Balala the Fairies: Princess Camellia,tt4769500,571330,"Princess Camellia loses control of three magical creatures, leading her on a quest to Earth where she teams up with human sisters Maggie and Michelle to find them.",['adventure film'],"['Cultural Discovery', 'Embracing Differences', 'Friendship Across Borders', 'Lost and Found', 'Magical Misadventures', 'Quest for Belonging', 'Sisters Unite', 'The Power of Kindness']"
16314,Balala the Fairies: The Magic Trial,tt3416008,263491,N/A,"[""children's film"", 'fantasy film']",[]
8802,"Balance, Not Symmetry",tt9082152,552383,"Caitlin's life begins to unravel as she navigates her relationships with her friends and family, struggling to come to terms with her past. A series of unexpected events forces her to confront her emotions and find a new sense of purpose. With the guidance of her lecturer Fiona and a visit from renowned artist Catherine Hendricks, Caitlin must learn to let go of her demons and move forward. As she prepares to leave for London, Caitlin finds herself at a crossroads, unsure of what the future holds.",['drama film'],"['Embracing Ambiguity', 'Finding Purpose in Creativity', 'Healing from Trauma', 'Navigating Complex Relationships', 'Reconciling Past and Present', 'Stepping into the Unknown']"
96,Ballad of a Small Player,tt32063098,1272166,"A disgraced financier pretends to be a wealthy aristocrat but becomes trapped by his own luck and debts. He meets an enigmatic credit broker who may hold the key to his fortunes, but their connection is rooted in superstition and illusion.",[],"['Binge-watching marathon', 'Feel-good movie night', 'Illusion vs reality', 'Moral dilemmas', 'Paradoxical endings', 'Redemption arc', 'Revenge and justice', 'Spooky Halloween']"
634,Ballerina,tt2261287,342473,"An orphan girl runs away to Paris to pursue her dream of becoming a ballerina, but faces challenges and disappointment along the way.","['adventure film', ""children's film"", 'family film', 'musical']","['Ballet fever', 'Dream big', 'Friendship triumphs', 'Girl power', 'Overcoming obstacles', 'Second chances', 'The power of dance']"
10247,Ballerina,tt26350277,961268,"Ok-ju seeks revenge against Choi Min-hee after discovering a dark secret about him, leading her on a perilous cat-and-mouse game with his gang.","['action film', 'thriller film']","['Battling oppression', 'Confronting evil', 'Facing the darkness', 'Reclaiming power', 'Seeking redemption', 'Surviving the system', 'Uncovering truth', 'Vigilante justice']"
16468,Ballerina,tt0898897,136345,N/A,['documentary film'],[]
16386,Ballerina,tt7181546,541671,"Eve Macarro, daughter of assassins, is taken in by an assassins society after her family's home is raided. She completes her training and earns the title of Kikimora, but eventually discovers a dark family secret that puts her on the run from her former employers.","['action film', 'action thriller', 'neo-noir']","['Dark pasts', 'Escape and survival', 'Family secrets and legacy', 'Gunslinging revenge', 'High-stakes action', 'Loyalty and betrayal']"
13693,Ballistic: Ecks vs. Sever,tt0308208,10550,"FBI agent Jeremiah Ecks is hired by his old boss to investigate the kidnapping of Defense Intelligence Agency director Robert Gant's son, Michael. He discovers that the kidnapper, Sever, is an orphaned Chinese girl trained as a covert operative and assassin. As Ecks pursues Sever, he uncovers a complex web of deceit and betrayal that leads him to question everything he thought he knew about his past.","['action film', 'girls with guns', 'spy film', 'thriller film']","['Action-packed climax', 'Betrayal and deception', 'Emotional twists', 'High-stakes action', 'Protecting the innocent', 'Uncovering the truth']"
13583,Balloon,tt10703752,618243,A Tibetan family's struggle for individual freedom and modernity amidst strict cultural and government expectations.,['drama film'],"['Breaking free from tradition', 'Confronting societal norms', 'Cultural identity crisis', 'Family secrets revealed', 'Government oppression', 'Personal struggle for independence', 'Resistance against authority', 'Social inequality highlighted']"
16174,Balls,tt1570966,32497,N/A,['comedy film'],[]
9063,Balls of Fury,tt0424823,9750,"Daytona joins an underground table tennis tournament hosted by Feng, a criminal mastermind, to infiltrate his organization and ultimately escape with his life.","['comedy film', 'martial arts film']","['Action-packed escape', 'Danger at every turn', 'Escape and evasion', 'Friendship in the face of danger', 'High-stakes game night', 'Life-or-death stakes', 'Rebellion against a ruthless foe', 'Unlikely alliances']"
12727,Balto,tt0112453,21032,"An elderly woman and her granddaughter visit Central Park, where she recounts a story about Nome, Alaska, and the heroic journey of a wolfdog named Balto who braves harsh conditions to deliver life-saving medicine to children with diphtheria.","['adventure film', 'family film']","['Courage in Adversity', 'Exploration', 'Legacy of Service', 'Perseverance', 'Redemption', 'Selfless Love', 'Unlikely Heroism']"
